Timestamp,File,Category,True_Algo,True_Keysize,Model,Tier,Response_Time_sec,Predicted_ALGO,Predicted_KEYSIZE,BREAKABLE,Accuracy_Binary,Source,Done_Reason,Notes,Mode
2026-03-22T10:47:53.161854,AES256_1kb.bin,Modern-Sym,AES-256,256,Nemotron-3-Super-Blind,Tier-3B-Blind,23.85,Unknown,128,NO,0.0,response,stop,"ALGO: Unknown KEYSIZE: 128 BREAKABLE: NO REASONING: Block size alignment suggests 16-byte blocks (AES-like), but entropy is near-uniform (~7.98 bits/b",BLIND
2026-03-22T10:48:10.928479,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,Nemotron-3-Super-Blind,Tier-3B-Blind,17.26,Unknown,128,NO,0.0,response,stop,"ALGO: Unknown KEYSIZE: 128 BREAKABLE: NO REASONING: Block size alignment suggests 16-byte blocks (AES-like), but entropy is near-maximal (~7.98 bits/b",BLIND
2026-03-22T10:48:40.247627,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,Nemotron-3-Super-Blind,Tier-3B-Blind,28.81,Unknown,128,NO,0.0,response,stop,"ALGO: Unknown KEYSIZE: 128 BREAKABLE: NO REASONING: Block size alignment suggests 16-byte blocks (AES-like), but entropy is near-maximal (~7.98 bits/b",BLIND
2026-03-22T10:49:01.771010,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,Nemotron-3-Super-Blind,Tier-3B-Blind,21.02,Unknown,0,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: 0 BREAKABLE: NO REASONING: No repeating patterns or block alignment suggest non-block cipher; entropy near 8 bits/byte indicate,BLIND
2026-03-22T10:49:03.067057,DES_1kb.bin,Classical-Sym,DES,56,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.79,AES-128,128,YES,0.0,response,stop,ALGO: [AES-128] KEYSIZE: [128] BREAKABLE: [YES] REASONING: [Block alignment shows 16-byte patterns; entropy is low (~4.2 bits/byte) indicating padding,BLIND
2026-03-22T10:49:04.272337,3DES_1kb.bin,Classical-Sym,3DES,168,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.7,Unknown,0,YES,0.0,response,stop,"ALGO: [Unknown] KEYSIZE: [bits] BREAKABLE: [YES] REASONING: [Block size is 8 bytes (64 bits), consistent with DES/3DES; entropy is low and byte distri",BLIND
2026-03-22T10:49:05.505960,AES128_1kb.bin,Modern-Sym,AES-128,128,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.73,AES-256,256,NO,1.0,response,stop,ALGO: [AES-256] KEYSIZE: [256] BREAKABLE: [NO] REASONING: [Block alignment shows 16-byte patterns consistent with AES-256 CBC; entropy is high and byt,BLIND
2026-03-22T10:49:06.781850,AES256_1kb.bin,Modern-Sym,AES-256,256,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.77,Unknown,0,PARTIALLY,0.0,response,stop,"ALGO: [Unknown]   KEYSIZE: [bits]   BREAKABLE: [PARTIALLY]   REASONING: [Block size alignment suggests 8-byte blocks (typical of DES/3DES), but entrop",BLIND
2026-03-22T10:49:08.055894,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.77,Unknown,0,PARTIALLY,0.0,response,stop,"ALGO: [Unknown]   KEYSIZE: [bits]   BREAKABLE: [PARTIALLY]   REASONING: [Block alignment shows 16-byte blocks typical of AES, but entropy is low (≈5.8",BLIND
2026-03-22T10:49:09.283545,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.72,AES-128,128,YES,0.5,response,stop,ALGO: [AES-128] KEYSIZE: [128] BREAKABLE: [YES] REASONING: [High entropy with non-uniform byte distribution suggests AES-128 in CBC mode; 16-byte bloc,BLIND
2026-03-22T10:49:10.511283,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,Nemotron-3-Nano-30B-Blind,Tier-3B-Blind,0.72,AES-128,128,YES,0.0,response,stop,ALGO: [AES-128] KEYSIZE: [128] BREAKABLE: [YES] REASONING: [Block size aligns to 16-byte AES boundary; byte distribution shows low entropy in first 8 ,BLIND
2026-03-22T10:49:12.240590,DES_1kb.bin,Classical-Sym,DES,56,Ministral-3-14B-Blind,Tier-3B-Blind,1.22,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: [Unknown] KEYSIZE: [N/A] BREAKABLE: [PARTIALLY] REASONING: [No clear block alignment (entropy: ~7.8 bits/byte suggests pseudorandomness, not",BLIND
2026-03-22T10:49:13.857473,3DES_1kb.bin,Classical-Sym,3DES,168,Ministral-3-14B-Blind,Tier-3B-Blind,1.11,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: [Unknown] KEYSIZE: [N/A] BREAKABLE: [PARTIALLY] REASONING: No clear block alignment (entropy: 7.85 bits/byte, uniform byte distribution sugg",BLIND
2026-03-22T10:49:15.460809,AES128_1kb.bin,Modern-Sym,AES-128,128,Ministral-3-14B-Blind,Tier-3B-Blind,1.1,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: [Unknown] KEYSIZE: [N/A] BREAKABLE: [PARTIALLY] REASONING: [No clear block alignment (entropy: 7.85 bits/byte, uniform byte distribution sug",BLIND
2026-03-22T10:49:17.014475,AES256_1kb.bin,Modern-Sym,AES-256,256,Ministral-3-14B-Blind,Tier-3B-Blind,1.05,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: [Unknown] KEYSIZE: [N/A] BREAKABLE: [PARTIALLY] REASONING: [No clear block alignment (entropy: 7.85 bits/byte suggests pseudorandomness), bu",BLIND
2026-03-22T10:49:18.630096,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,Ministral-3-14B-Blind,Tier-3B-Blind,1.11,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: [Unknown] KEYSIZE: [N/A] BREAKABLE: [PARTIALLY] REASONING: No clear block alignment (entropy: 7.85 bits/byte, uniform byte distribution sugg",BLIND
2026-03-22T10:49:20.188108,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,Ministral-3-14B-Blind,Tier-3B-Blind,1.06,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: Unknown KEYSIZE: N/A BREAKABLE: PARTIALLY REASONING: No clear block alignment (entropy: 7.85 bits/byte, uniform byte distribution suggests s",BLIND
2026-03-22T10:49:21.762073,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,Ministral-3-14B-Blind,Tier-3B-Blind,1.07,Unknown,0,PARTIALLY,0.0,response,stop,"``` ALGO: [Unknown] KEYSIZE: [N/A] BREAKABLE: [PARTIALLY] REASONING: [No clear block alignment (entropy: 7.95 bits/byte, uniform byte distribution); i",BLIND
2026-03-22T10:50:14.064414,DES_1kb.bin,Classical-Sym,DES,56,Kimi-K2.5-Blind,Tier-3C-Blind,51.8,AES-128,128,NO,0.0,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: 64-byte sample aligns to four 16-byte AES blocks; high entropy (~7.9 bits/byte) and uniform byte d,BLIND
2026-03-22T10:50:58.797158,3DES_1kb.bin,Classical-Sym,3DES,168,Kimi-K2.5-Blind,Tier-3C-Blind,44.23,Unknown,0,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: Unknown BREAKABLE: NO REASONING: 64-byte sample exhibits uniform byte distribution with entropy ~8 bits/byte and no repeating b,BLIND
2026-03-22T10:52:38.373176,AES128_1kb.bin,Modern-Sym,AES-128,128,Kimi-K2.5-Blind,Tier-3C-Blind,99.07,Unknown,0,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: Unknown BREAKABLE: NO REASONING: 64-byte sample exhibits high entropy (~5.9 bits/byte) with uniform distribution and no block s,BLIND
2026-03-22T10:54:21.959415,AES256_1kb.bin,Modern-Sym,AES-256,256,Kimi-K2.5-Blind,Tier-3C-Blind,103.08,ChaCha20,256,NO,0.0,response,stop,ALGO: ChaCha20 KEYSIZE: 256 BREAKABLE: NO REASONING: 64-byte block alignment matches ChaCha20's internal block size; uniform high-entropy byte distrib,BLIND
2026-03-22T10:55:36.271561,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,Kimi-K2.5-Blind,Tier-3C-Blind,73.81,ChaCha20,256,NO,1.0,response,stop,ALGO: ChaCha20 KEYSIZE: 256 BREAKABLE: NO REASONING: 64-byte sample aligns with ChaCha20's internal 64-byte keystream generation block; uniform byte d,BLIND
2026-03-22T10:56:35.142395,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,Kimi-K2.5-Blind,Tier-3C-Blind,58.37,ChaCha20,256,NO,0.0,response,stop,ALGO: ChaCha20 KEYSIZE: 256 BREAKABLE: NO REASONING: 64-byte sample aligns exactly with ChaCha20's 512-bit internal block size; high entropy (~8 bits/,BLIND
2026-03-22T10:57:02.974805,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,Kimi-K2.5-Blind,Tier-3C-Blind,27.33,Unknown,0,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: Unknown BREAKABLE: NO REASONING: 64-byte sample exhibits high entropy (~7.9 bits/byte) with uniform byte distribution lacking p,BLIND
2026-03-22T10:57:03.767454,DES_1kb.bin,Classical-Sym,DES,56,MiniMax-M2.5-Blind,Tier-3C-Blind,0.29,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:04.559543,3DES_1kb.bin,Classical-Sym,3DES,168,MiniMax-M2.5-Blind,Tier-3C-Blind,0.28,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:05.362372,AES128_1kb.bin,Modern-Sym,AES-128,128,MiniMax-M2.5-Blind,Tier-3C-Blind,0.3,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:06.142441,AES256_1kb.bin,Modern-Sym,AES-256,256,MiniMax-M2.5-Blind,Tier-3C-Blind,0.28,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:06.919021,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,MiniMax-M2.5-Blind,Tier-3C-Blind,0.27,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:07.689333,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,MiniMax-M2.5-Blind,Tier-3C-Blind,0.26,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:08.492292,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,MiniMax-M2.5-Blind,Tier-3C-Blind,0.3,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:09.271294,DES_1kb.bin,Classical-Sym,DES,56,MiniMax-M2.7-Blind,Tier-3C-Blind,0.27,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:10.061577,3DES_1kb.bin,Classical-Sym,3DES,168,MiniMax-M2.7-Blind,Tier-3C-Blind,0.28,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:10.832277,AES128_1kb.bin,Modern-Sym,AES-128,128,MiniMax-M2.7-Blind,Tier-3C-Blind,0.26,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:11.606793,AES256_1kb.bin,Modern-Sym,AES-256,256,MiniMax-M2.7-Blind,Tier-3C-Blind,0.27,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:12.374318,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,MiniMax-M2.7-Blind,Tier-3C-Blind,0.26,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:13.198439,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,MiniMax-M2.7-Blind,Tier-3C-Blind,0.32,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:14.010957,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,MiniMax-M2.7-Blind,Tier-3C-Blind,0.31,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:14.831821,DES_1kb.bin,Classical-Sym,DES,56,Qwen3.5-397B-Blind,Tier-3C-Blind,0.32,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:15.672429,3DES_1kb.bin,Classical-Sym,3DES,168,Qwen3.5-397B-Blind,Tier-3C-Blind,0.33,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:16.458949,AES128_1kb.bin,Modern-Sym,AES-128,128,Qwen3.5-397B-Blind,Tier-3C-Blind,0.28,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:17.242543,AES256_1kb.bin,Modern-Sym,AES-256,256,Qwen3.5-397B-Blind,Tier-3C-Blind,0.28,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:18.043536,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,Qwen3.5-397B-Blind,Tier-3C-Blind,0.29,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:18.828014,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,Qwen3.5-397B-Blind,Tier-3C-Blind,0.28,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T10:57:19.657309,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,Qwen3.5-397B-Blind,Tier-3C-Blind,0.32,UNKNOWN,0,UNKNOWN,0.0,error,error,ERROR:429 Client Error: Too Many Requests for url: http://localhost:11434/api/generate,BLIND
2026-03-22T11:03:15.322104,DES_1kb.bin,Classical-Sym,DES,56,MiniMax-M2.5-Blind,Tier-3C-Blind,12.6,Unknown,0,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: Unknown BREAKABLE: NO REASONING: The byte distribution shows uniform randomness across the full 0-255 range with high entropy (,BLIND
2026-03-22T11:03:28.317809,3DES_1kb.bin,Classical-Sym,3DES,168,MiniMax-M2.5-Blind,Tier-3C-Blind,9.99,Unknown,0,PARTIALLY,0.0,response,stop,ALGO: Unknown KEYSIZE: Unknown BREAKABLE: PARTIALLY REASONING: The 64-byte sample shows high entropy with full 0-255 byte range distribution and no vi,BLIND
2026-03-22T11:03:41.908340,AES128_1kb.bin,Modern-Sym,AES-128,128,MiniMax-M2.5-Blind,Tier-3C-Blind,10.58,Unknown,0,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: Unknown BREAKABLE: NO REASONING: The 64-byte sample shows uniform byte distribution spanning 0x02-0xf7 with no visible patterns,BLIND
2026-03-22T11:03:54.142087,AES256_1kb.bin,Modern-Sym,AES-256,256,MiniMax-M2.5-Blind,Tier-3C-Blind,9.23,AES-128,128,NO,1.0,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: 64-byte ciphertext with uniform byte distribution and high entropy suggests block cipher encryptio,BLIND
2026-03-22T11:04:07.143180,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,MiniMax-M2.5-Blind,Tier-3C-Blind,10.0,ChaCha20,256,NO,1.0,response,stop,ALGO: ChaCha20 KEYSIZE: 256 BREAKABLE: NO REASONING: 64-byte block aligns with ChaCha20's 512-bit chunk structure. Uniform byte distribution across fu,BLIND
2026-03-22T11:04:23.937584,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,MiniMax-M2.5-Blind,Tier-3C-Blind,13.79,AES-128,128,PARTIALLY,0.5,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: PARTIALLY REASONING: 64-byte ciphertext aligns with 4 AES-128 blocks (16 bytes each). High entropy and uniform b,BLIND
2026-03-22T11:04:36.781230,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,MiniMax-M2.5-Blind,Tier-3C-Blind,9.84,AES-128,128,NO,0.0,response,stop,"ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: 64-byte block shows uniform byte distribution with high entropy across full 0-255 range, character",BLIND
2026-03-22T11:05:18.236814,DES_1kb.bin,Classical-Sym,DES,56,MiniMax-M2.7-Blind,Tier-3C-Blind,23.45,Unknown,0,NO,0.0,response,stop,"ALGO: Unknown KEYSIZE: Unknown BREAKABLE: NO REASONING: The 64-byte ciphertext exhibits high entropy with no visible patterns or repeated blocks, indi",BLIND
2026-03-22T11:05:46.718776,3DES_1kb.bin,Classical-Sym,3DES,168,MiniMax-M2.7-Blind,Tier-3C-Blind,25.48,AES-128,128,NO,0.0,response,stop,ALGO: AES-128 KEYSIZE: 128 bits BREAKABLE: NO REASONING: Uniform byte distribution across 0x00-0xff range with no statistical biases indicates secure ,BLIND
2026-03-22T11:06:39.012073,AES128_1kb.bin,Modern-Sym,AES-128,128,MiniMax-M2.7-Blind,Tier-3C-Blind,49.29,Unknown,128,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: 128-256 bits BREAKABLE: NO REASONING: The 64-byte sample shows perfectly uniform byte distribution with no repeated values and ,BLIND
2026-03-22T11:06:59.430396,AES256_1kb.bin,Modern-Sym,AES-256,256,MiniMax-M2.7-Blind,Tier-3C-Blind,17.42,ChaCha20,256,NO,0.0,response,stop,ALGO: ChaCha20 KEYSIZE: 256 BREAKABLE: NO REASONING: The 64-byte sample size exactly matches ChaCha20's block cipher operation. Byte distribution show,BLIND
2026-03-22T11:07:25.211489,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,MiniMax-M2.7-Blind,Tier-3C-Blind,22.78,AES-128,128,NO,0.0,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: 64-byte sample perfectly aligns with AES 16-byte block size (4 blocks). Uniform high-entropy byte ,BLIND
2026-03-22T11:07:45.994421,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,MiniMax-M2.7-Blind,Tier-3C-Blind,17.78,AES-128,128,NO,0.5,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: The 64-byte sample shows block-aligned structure typical of modern block ciphers with uniform byte,BLIND
2026-03-22T11:08:05.584021,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,MiniMax-M2.7-Blind,Tier-3C-Blind,16.59,AES-128,128,NO,0.0,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: Uniform byte distribution with high entropy across all 64 bytes indicates modern symmetric encrypt,BLIND
2026-03-22T11:08:52.351548,DES_1kb.bin,Classical-Sym,DES,56,Qwen3.5-397B-Blind,Tier-3C-Blind,28.76,AES-128,0,NO,0.0,response,stop,ALGO: AES-128 KEYBITS: 128 BREAKABLE: NO REASONING: High entropy and uniform byte distribution indicate strong symmetric encryption. Data aligns to 16,BLIND
2026-03-22T11:09:34.652366,3DES_1kb.bin,Classical-Sym,3DES,168,Qwen3.5-397B-Blind,Tier-3C-Blind,39.29,AES-128,0,NO,0.0,response,stop,ALGO: AES-128 KEY.SIZE: 128 BREAKABLE: NO REASONING: The ciphertext exhibits high entropy and uniform byte distribution indistinguishable from random ,BLIND
2026-03-22T11:10:00.759963,AES128_1kb.bin,Modern-Sym,AES-128,128,Qwen3.5-397B-Blind,Tier-3C-Blind,23.11,AES-128,128,NO,1.0,response,stop,ALGO: AES-128 KEYSIZE: 128 BREAKABLE: NO REASONING: Byte distribution shows uniform entropy consistent with strong symmetric encryption. Data length a,BLIND
2026-03-22T11:10:51.926480,AES256_1kb.bin,Modern-Sym,AES-256,256,Qwen3.5-397B-Blind,Tier-3C-Blind,48.16,DES,128,NO,0.0,thinking,length,Thinking Process:  1.  **Analyze the Request:**     *   Role: Cryptanalysis expert.     *   Input: Unknown binary ciphertext (hex dump of first 64 byt,BLIND
2026-03-22T11:11:28.008681,ChaCha20_1kb.bin,Modern-Sym,ChaCha20,256,Qwen3.5-397B-Blind,Tier-3C-Blind,33.08,Unknown,128,NO,0.0,response,stop,ALGO: Unknown KEYSIZE: 128 BREAKABLE: NO REASONING: Entropy and byte distribution indicate strong encryption indistinguishable from random noise. Bloc,BLIND
2026-03-22T11:11:57.757596,RSA2048_AES256_1kb.bin,Hybrid-Asym,RSA2048,2048,Qwen3.5-397B-Blind,Tier-3C-Blind,26.74,Unknown,128,NO,0.0,response,stop,"ALGO: Unknown KEYSIZE: 128/256 BREAKABLE: NO REASONING: High entropy and uniform byte distribution indicate a secure modern symmetric cipher, but stat",BLIND
2026-03-22T11:12:39.315351,ML_KEM_768_1kb.bin,PQC,ML-KEM,768,Qwen3.5-397B-Blind,Tier-3C-Blind,38.55,AES-256,256,NO,0.0,response,stop,ALGO: AES-256 KEYSIZE: 256 bits BREAKABLE: NO REASONING: The uniform byte distribution and high entropy indicate a modern symmetric cipher without sta,BLIND
